# Team 0: PlayerAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
18,Turn,1,830,-830,CHECK,0,"['As', '5h']","['8h', '3h']","['Ad', '9d', '8d', '5d']",3d,,100,100
18,River,0,830,-830,CHECK,0,"['As', '5h']","['8h', '3h']","['Ad', '9d', '8d', '5d', '8s']",3d,,100,100
18,River,1,830,-830,CHECK,0,"['As', '5h']","['8h', '3h']","['Ad', '9d', '8d', '5d', '8s']",3d,,100,100
19,Pre-Flop,1,730,-730,RAISE,9,"['4s', '7d']","['4h', '2s']","['As', '5d']",,,1,1
19,Pre-Flop,0,730,-730,DISCARD,0,"['4s', '7d']","['4h', '2s']","['As', '5d']",,,2,2
19,Pre-Flop,0,730,-730,RAISE,19,"['4s', '3s']","['4h', '2s']","['As', '5d']",7d,,2,2
19,Pre-Flop,1,730,-730,RAISE,70,"['4s', '3s']","['4h', '2s']","['As', '5d']",7d,,11,11
19,Pre-Flop,0,730,-730,CALL,0,"['4s', '3s']","['4h', '2s']","['As', '5d']",7d,,30,30
19,Flop,1,730,-730,CHECK,0,"['4s', '3s']","['4h', '2s']","['As', '5d', '2d']",7d,,100,100
19,Flop,0,730,-730,CHECK,0,"['4s', '3s']","['4h', '2s']","['As', '5d', '2d']",7d,,100,100
19,Turn,1,730,-730,CHECK,0,"['4s', '3s']","['4h', '2s']","['As', '5d', '2d', '9d']",7d,,100,100
19,Turn,0,730,-730,CHECK,0,"['4s', '3s']","['4h', '2s']","['As', '5d', '2d', '9d']",7d,,100,100
19,River,1,730,-730,CHECK,0,"['4s', '3s']","['4h', '2s']","['As', '5d', '2d', '9d', '9h']",7d,,100,100
19,River,0,730,-730,CHECK,0,"['4s', '3s']","['4h', '2s']","['As', '5d', '2d', '9d', '9h']",7d,,100,100
20,Pre-Flop,0,830,-830,DISCARD,0,"['9s', '2d']","['4h', '3s']","['8h', '6d']",,,1,1
20,Pre-Flop,0,830,-830,RAISE,3,"['9s', 'As']","['4h', '3s']","['8h', '6d']",2d,,1,1
20,Pre-Flop,1,830,-830,CALL,0,"['9s', 'As']","['4h', '3s']","['8h', '6d']",2d,,2,2
20,Flop,0,830,-830,CHECK,0,"['9s', 'As']","['4h', '3s']","['8h', '6d', '8d']",2d,,5,5
20,Flop,1,830,-830,RAISE,9,"['9s', 'As']","['4h', '3s']","['8h', '6d', '8d']",2d,,5,5
20,Flop,0,830,-830,FOLD,0,"['9s', 'As']","['4h', '3s']","['8h', '6d', '8d']",2d,,5,5
21,Pre-Flop,1,825,-825,RAISE,9,"['5d', '6h']","['As', '9d']","['7h', '3h']",,,1,1
21,Pre-Flop,0,825,-825,DISCARD,0,"['5d', '6h']","['As', '9d']","['7h', '3h']",,,2,2
21,Pre-Flop,0,825,-825,RAISE,13,"['5h', '6h']","['As', '9d']","['7h', '3h']",5d,,2,2
21,Pre-Flop,1,825,-825,RAISE,76,"['5h', '6h']","['As', '9d']","['7h', '3h']",5d,,11,11
21,Pre-Flop,0,825,-825,CALL,0,"['5h', '6h']","['As', '9d']","['7h', '3h']",5d,,24,24
21,Flop,1,825,-825,CHECK,0,"['5h', '6h']","['As', '9d']","['7h', '3h', 'Ah']",5d,,100,100
21,Flop,0,825,-825,CHECK,0,"['5h', '6h']","['As', '9d']","['7h', '3h', 'Ah']",5d,,100,100
21,Turn,1,825,-825,CHECK,0,"['5h', '6h']","['As', '9d']","['7h', '3h', 'Ah', '8s']",5d,,100,100
21,Turn,0,825,-825,CHECK,0,"['5h', '6h']","['As', '9d']","['7h', '3h', 'Ah', '8s']",5d,,100,100
21,River,1,825,-825,CHECK,0,"['5h', '6h']","['As', '9d']","['7h', '3h', 'Ah', '8s', '9h']",5d,,100,100
21,River,0,825,-825,CHECK,0,"['5h', '6h']","['As', '9d']","['7h', '3h', 'Ah', '8s', '9h']",5d,,100,100
22,Pre-Flop,0,925,-925,DISCARD,0,"['4d', '9h']","['3h', '2s']","['6s', 'Ah']",,,1,1
22,Pre-Flop,0,925,-925,RAISE,2,"['6h', '9h']","['3h', '2s']","['6s', 'Ah']",4d,,1,1
22,Pre-Flop,1,925,-925,CALL,0,"['6h', '9h']","['3h', '2s']","['6s', 'Ah']",4d,,2,2
22,Flop,0,925,-925,CHECK,0,"['6h', '9h']","['3h', '2s']","['6s', 'Ah', '8d']",4d,,4,4
22,Flop,1,925,-925,RAISE,7,"['6h', '9h']","['3h', '2s']","['6s', 'Ah', '8d']",4d,,4,4
22,Flop,0,925,-925,FOLD,0,"['6h', '9h']","['3h', '2s']","['6s', 'Ah', '8d']",4d,,4,4
23,Pre-Flop,1,921,-921,DISCARD,0,"['7s', '4d']","['3h', '5d']","['3d', '7h']",,,1,1
23,Pre-Flop,1,921,-921,RAISE,9,"['7s', '4d']","['3h', '6h']","['3d', '7h']",,5d,1,1
23,Pre-Flop,0,921,-921,DISCARD,0,"['7s', '4d']","['3h', '6h']","['3d', '7h']",,5d,2,2
23,Pre-Flop,0,921,-921,RAISE,13,"['7s', '7d']","['3h', '6h']","['3d', '7h']",4d,5d,2,2
23,Pre-Flop,1,921,-921,RAISE,76,"['7s', '7d']","['3h', '6h']","['3d', '7h']",4d,5d,11,11
23,Pre-Flop,0,921,-921,CALL,0,"['7s', '7d']","['3h', '6h']","['3d', '7h']",4d,5d,24,24
23,Flop,1,921,-921,CHECK,0,"['7s', '7d']","['3h', '6h']","['3d', '7h', '4s']",4d,5d,100,100
23,Flop,0,921,-921,CHECK,0,"['7s', '7d']","['3h', '6h']","['3d', '7h', '4s']",4d,5d,100,100
23,Turn,1,921,-921,CHECK,0,"['7s', '7d']","['3h', '6h']","['3d', '7h', '4s', '8d']",4d,5d,100,100
23,Turn,0,921,-921,CHECK,0,"['7s', '7d']","['3h', '6h']","['3d', '7h', '4s', '8d']",4d,5d,100,100
23,River,1,921,-921,CHECK,0,"['7s', '7d']","['3h', '6h']","['3d', '7h', '4s', '8d', '2d']",4d,5d,100,100
23,River,0,921,-921,CHECK,0,"['7s', '7d']","['3h', '6h']","['3d', '7h', '4s', '8d', '2d']",4d,5d,100,100
24,Pre-Flop,0,1021,-1021,RAISE,2,"['4h', '7h']","['2h', 'Ad']","['6d', '5d']",,,1,1
24,Pre-Flop,1,1021,-1021,RAISE,18,"['4h', '7h']","['2h', 'Ad']","['6d', '5d']",,,2,2
24,Pre-Flop,0,1021,-1021,RAISE,22,"['4h', '7h']","['2h', 'Ad']","['6d', '5d']",,,4,4
24,Pre-Flop,1,1021,-1021,CALL,0,"['4h', '7h']","['2h', 'Ad']","['6d', '5d']",,,22,22
24,Flop,0,1021,-1021,DISCARD,0,"['4h', '7h']","['2h', 'Ad']","['6d', '5d', '3s']",,,44,44
24,Flop,0,1021,-1021,CHECK,0,"['9d', '7h']","['2h', 'Ad']","['6d', '5d', '3s']",4h,,44,44
24,Flop,1,1021,-1021,RAISE,56,"['9d', '7h']","['2h', 'Ad']","['6d', '5d', '3s']",4h,,44,44
24,Flop,0,1021,-1021,FOLD,0,"['9d', '7h']","['2h', 'Ad']","['6d', '5d', '3s']",4h,,44,44
25,Pre-Flop,1,977,-977,RAISE,9,"['3d', '9s']","['3s', '4s']","['8s', '9h']",,,1,1
25,Pre-Flop,0,977,-977,RAISE,13,"['3d', '9s']","['3s', '4s']","['8s', '9h']",,,2,2
25,Pre-Flop,1,977,-977,RAISE,76,"['3d', '9s']","['3s', '4s']","['8s', '9h']",,,11,11
25,Pre-Flop,0,977,-977,CALL,0,"['3d', '9s']","['3s', '4s']","['8s', '9h']",,,24,24
25,Flop,1,977,-977,CHECK,0,"['3d', '9s']","['3s', '4s']","['8s', '9h', '2h']",,,100,100
25,Flop,0,977,-977,DISCARD,0,"['3d', '9s']","['3s', '4s']","['8s', '9h', '2h']",,,100,100
25,Flop,0,977,-977,CHECK,0,"['6d', '9s']","['3s', '4s']","['8s', '9h', '2h']",3d,,100,100
25,Turn,1,977,-977,CHECK,0,"['6d', '9s']","['3s', '4s']","['8s', '9h', '2h', '8h']",3d,,100,100
25,Turn,0,977,-977,CHECK,0,"['6d', '9s']","['3s', '4s']","['8s', '9h', '2h', '8h']",3d,,100,100
25,River,1,977,-977,CHECK,0,"['6d', '9s']","['3s', '4s']","['8s', '9h', '2h', '8h', '7s']",3d,,100,100
25,River,0,977,-977,CHECK,0,"['6d', '9s']","['3s', '4s']","['8s', '9h', '2h', '8h', '7s']",3d,,100,100
26,Pre-Flop,0,1077,-1077,RAISE,3,"['8s', 'Ah']","['3h', '5h']","['9h', '4s']",,,1,1
26,Pre-Flop,1,1077,-1077,CALL,0,"['8s', 'Ah']","['3h', '5h']","['9h', '4s']",,,2,2
26,Flop,0,1077,-1077,DISCARD,0,"['8s', 'Ah']","['3h', '5h']","['9h', '4s', '4h']",,,5,5
26,Flop,0,1077,-1077,CHECK,0,"['7d', 'Ah']","['3h', '5h']","['9h', '4s', '4h']",8s,,5,5
26,Flop,1,1077,-1077,RAISE,9,"['7d', 'Ah']","['3h', '5h']","['9h', '4s', '4h']",8s,,5,5
26,Flop,0,1077,-1077,FOLD,0,"['7d', 'Ah']","['3h', '5h']","['9h', '4s', '4h']",8s,,5,5
27,Pre-Flop,1,1072,-1072,CALL,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,1,1
27,Pre-Flop,0,1072,-1072,RAISE,3,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,2,2
27,Pre-Flop,1,1072,-1072,CALL,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,2,2
27,Pre-Flop,0,1072,-1072,RAISE,7,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,5,5
27,Pre-Flop,1,1072,-1072,CALL,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,5,5
27,Pre-Flop,0,1072,-1072,RAISE,18,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,12,12
27,Pre-Flop,1,1072,-1072,CALL,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,12,12
27,Pre-Flop,0,1072,-1072,RAISE,45,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,30,30
27,Pre-Flop,1,1072,-1072,CALL,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,30,30
27,Pre-Flop,0,1072,-1072,RAISE,25,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,75,75
27,Pre-Flop,1,1072,-1072,CALL,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,75,75
27,Pre-Flop,0,1072,-1072,CHECK,0,"['9h', '3h']","['7d', '3s']","['7h', '8s']",,,100,100
27,Flop,1,1072,-1072,CHECK,0,"['9h', '3h']","['7d', '3s']","['7h', '8s', '2s']",,,100,100
27,Flop,0,1072,-1072,DISCARD,0,"['9h', '3h']","['7d', '3s']","['7h', '8s', '2s']",,,100,100
27,Flop,0,1072,-1072,CHECK,0,"['9h', '5s']","['7d', '3s']","['7h', '8s', '2s']",3h,,100,100
27,Turn,1,1072,-1072,CHECK,0,"['9h', '5s']","['7d', '3s']","['7h', '8s', '2s', '6s']",3h,,100,100
27,Turn,0,1072,-1072,CHECK,0,"['9h', '5s']","['7d', '3s']","['7h', '8s', '2s', '6s']",3h,,100,100
27,River,1,1072,-1072,CHECK,0,"['9h', '5s']","['7d', '3s']","['7h', '8s', '2s', '6s', 'Ad']",3h,,100,100
27,River,0,1072,-1072,CHECK,0,"['9h', '5s']","['7d', '3s']","['7h', '8s', '2s', '6s', 'Ad']",3h,,100,100
28,Pre-Flop,0,1172,-1172,DISCARD,0,"['3h', '3d']","['9h', '8s']","['5d', '8d']",,,1,1
28,Pre-Flop,0,1172,-1172,RAISE,4,"['3h', 'As']","['9h', '8s']","['5d', '8d']",3d,,1,1
28,Pre-Flop,1,1172,-1172,RAISE,24,"['3h', 'As']","['9h', '8s']","['5d', '8d']",3d,,2,2
28,Pre-Flop,0,1172,-1172,RAISE,36,"['3h', 'As']","['9h', '8s']","['5d', '8d']",3d,,6,6
28,Pre-Flop,1,1172,-1172,RAISE,34,"['3h', 'As']","['9h', '8s']","['5d', '8d']",3d,,30,30
28,Pre-Flop,0,1172,-1172,CALL,0,"['3h', 'As']","['9h', '8s']","['5d', '8d']",3d,,66,66
28,Pre-Flop,1,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d']",3d,,100,100
28,Flop,0,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d', 'Ah']",3d,,100,100
28,Flop,1,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d', 'Ah']",3d,,100,100
28,Turn,0,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d', 'Ah', '9d']",3d,,100,100
28,Turn,1,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d', 'Ah', '9d']",3d,,100,100
28,River,0,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d', 'Ah', '9d', '2d']",3d,,100,100
28,River,1,1172,-1172,CHECK,0,"['3h', 'As']","['9h', '8s']","['5d', '8d', 'Ah', '9d', '2d']",3d,,100,100
29,Pre-Flop,1,1072,-1072,CALL,0,"['4h', '8s']","['5d', '2d']","['3h', '7s']",,,1,1
29,Pre-Flop,0,1072,-1072,RAISE,4,"['4h', '8s']","['5d', '2d']","['3h', '7s']",,,2,2
29,Pre-Flop,1,1072,-1072,RAISE,24,"['4h', '8s']","['5d', '2d']","['3h', '7s']",,,2,2
29,Pre-Flop,0,1072,-1072,RAISE,36,"['4h', '8s']","['5d', '2d']","['3h', '7s']",,,6,6
29,Pre-Flop,1,1072,-1072,RAISE,34,"['4h', '8s']","['5d', '2d']","['3h', '7s']",,,30,30
29,Pre-Flop,0,1072,-1072,CALL,0,"['4h', '8s']","['5d', '2d']","['3h', '7s']",,,66,66
29,Flop,1,1072,-1072,CHECK,0,"['4h', '8s']","['5d', '2d']","['3h', '7s', '6s']",,,100,100
29,Flop,0,1072,-1072,CHECK,0,"['4h', '8s']","['5d', '2d']","['3h', '7s', '6s']",,,100,100
29,Turn,1,1072,-1072,CHECK,0,"['4h', '8s']","['5d', '2d']","['3h', '7s', '6s', '2h']",,,100,100
29,Turn,0,1072,-1072,CHECK,0,"['4h', '8s']","['5d', '2d']","['3h', '7s', '6s', '2h']",,,100,100
29,River,1,1072,-1072,CHECK,0,"['4h', '8s']","['5d', '2d']","['3h', '7s', '6s', '2h', '3s']",,,100,100
29,River,0,1072,-1072,CHECK,0,"['4h', '8s']","['5d', '2d']","['3h', '7s', '6s', '2h', '3s']",,,100,100
30,Pre-Flop,0,972,-972,DISCARD,0,"['2s', '4d']","['6h', '4s']","['Ah', '2h']",,,1,1
30,Pre-Flop,0,972,-972,RAISE,4,"['2s', '3s']","['6h', '4s']","['Ah', '2h']",4d,,1,1
30,Pre-Flop,1,972,-972,RAISE,24,"['2s', '3s']","['6h', '4s']","['Ah', '2h']",4d,,2,2
30,Pre-Flop,0,972,-972,RAISE,36,"['2s', '3s']","['6h', '4s']","['Ah', '2h']",4d,,6,6
30,Pre-Flop,1,972,-972,RAISE,34,"['2s', '3s']","['6h', '4s']","['Ah', '2h']",4d,,30,30
30,Pre-Flop,0,972,-972,CALL,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h']",4d,,66,66
30,Pre-Flop,1,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h']",4d,,100,100
30,Flop,0,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h', '6s']",4d,,100,100
30,Flop,1,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h', '6s']",4d,,100,100
30,Turn,0,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h', '6s', '7s']",4d,,100,100
30,Turn,1,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h', '6s', '7s']",4d,,100,100
30,River,0,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h', '6s', '7s', '9s']",4d,,100,100
30,River,1,972,-972,CHECK,0,"['2s', '3s']","['6h', '4s']","['Ah', '2h', '6s', '7s', '9s']",4d,,100,100
31,Pre-Flop,1,1072,-1072,CALL,0,"['9d', '4h']","['5d', '3s']","['7h', '3d']",,,1,1
31,Pre-Flop,0,1072,-1072,DISCARD,0,"['9d', '4h']","['5d', '3s']","['7h', '3d']",,,2,2
31,Pre-Flop,0,1072,-1072,RAISE,2,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,2,2
31,Pre-Flop,1,1072,-1072,CALL,0,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,2,2
31,Pre-Flop,0,1072,-1072,RAISE,4,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,4,4
31,Pre-Flop,1,1072,-1072,CALL,0,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,4,4
31,Pre-Flop,0,1072,-1072,RAISE,8,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,8,8
31,Pre-Flop,1,1072,-1072,RAISE,72,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,8,8
31,Pre-Flop,0,1072,-1072,RAISE,12,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,16,16
31,Pre-Flop,1,1072,-1072,CALL,0,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,88,88
31,Pre-Flop,0,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d']",9d,,100,100
31,Flop,1,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d', '7s']",9d,,100,100
31,Flop,0,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d', '7s']",9d,,100,100
31,Turn,1,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d', '7s', '5h']",9d,,100,100
31,Turn,0,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d', '7s', '5h']",9d,,100,100
31,River,1,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d', '7s', '5h', '7d']",9d,,100,100
31,River,0,1072,-1072,CHECK,0,"['2d', '4h']","['5d', '3s']","['7h', '3d', '7s', '5h', '7d']",9d,,100,100
32,Pre-Flop,0,972,-972,RAISE,3,"['3s', '5s']","['8h', '2d']","['3h', '9h']",,,1,1
32,Pre-Flop,1,972,-972,RAISE,21,"['3s', '5s']","['8h', '2d']","['3h', '9h']",,,2,2
32,Pre-Flop,0,972,-972,RAISE,31,"['3s', '5s']","['8h', '2d']","['3h', '9h']",,,5,5
32,Pre-Flop,1,972,-972,RAISE,43,"['3s', '5s']","['8h', '2d']","['3h', '9h']",,,26,26
32,Pre-Flop,0,972,-972,CALL,0,"['3s', '5s']","['8h', '2d']","['3h', '9h']",,,57,57
32,Pre-Flop,1,972,-972,CHECK,0,"['3s', '5s']","['8h', '2d']","['3h', '9h']",,,100,100
32,Flop,0,972,-972,DISCARD,0,"['3s', '5s']","['8h', '2d']","['3h', '9h', '2s']",,,100,100
32,Flop,0,972,-972,CHECK,0,"['3s', '7s']","['8h', '2d']","['3h', '9h', '2s']",5s,,100,100
32,Flop,1,972,-972,CHECK,0,"['3s', '7s']","['8h', '2d']","['3h', '9h', '2s']",5s,,100,100
32,Turn,0,972,-972,CHECK,0,"['3s', '7s']","['8h', '2d']","['3h', '9h', '2s', '6h']",5s,,100,100
32,Turn,1,972,-972,CHECK,0,"['3s', '7s']","['8h', '2d']","['3h', '9h', '2s', '6h']",5s,,100,100
32,River,0,972,-972,CHECK,0,"['3s', '7s']","['8h', '2d']","['3h', '9h', '2s', '6h', '5d']",5s,,100,100
32,River,1,972,-972,CHECK,0,"['3s', '7s']","['8h', '2d']","['3h', '9h', '2s', '6h', '5d']",5s,,100,100
33,Pre-Flop,1,1072,-1072,RAISE,9,"['5h', '2h']","['7d', '9s']","['3h', '6d']",,,1,1
33,Pre-Flop,0,1072,-1072,RAISE,11,"['5h', '2h']","['7d', '9s']","['3h', '6d']",,,2,2
33,Pre-Flop,1,1072,-1072,RAISE,78,"['5h', '2h']","['7d', '9s']","['3h', '6d']",,,11,11
33,Pre-Flop,0,1072,-1072,CALL,0,"['5h', '2h']","['7d', '9s']","['3h', '6d']",,,22,22
33,Flop,1,1072,-1072,CHECK,0,"['5h', '2h']","['7d', '9s']","['3h', '6d', '9d']",,,100,100
33,Flop,0,1072,-1072,DISCARD,0,"['5h', '2h']","['7d', '9s']","['3h', '6d', '9d']",,,100,100
33,Flop,0,1072,-1072,CHECK,0,"['5d', '2h']","['7d', '9s']","['3h', '6d', '9d']",5h,,100,100
33,Turn,1,1072,-1072,CHECK,0,"['5d', '2h']","['7d', '9s']","['3h', '6d', '9d', '6h']",5h,,100,100
33,Turn,0,1072,-1072,CHECK,0,"['5d', '2h']","['7d', '9s']","['3h', '6d', '9d', '6h']",5h,,100,100
33,River,1,1072,-1072,CHECK,0,"['5d', '2h']","['7d', '9s']","['3h', '6d', '9d', '6h', 'As']",5h,,100,100
33,River,0,1072,-1072,CHECK,0,"['5d', '2h']","['7d', '9s']","['3h', '6d', '9d', '6h', 'As']",5h,,100,100
34,Pre-Flop,0,972,-972,DISCARD,0,"['As', '4d']","['5d', '8d']","['9d', '8s']",,,1,1
34,Pre-Flop,0,972,-972,RAISE,3,"['As', '9s']","['5d', '8d']","['9d', '8s']",4d,,1,1
34,Pre-Flop,1,972,-972,CALL,0,"['As', '9s']","['5d', '8d']","['9d', '8s']",4d,,2,2
34,Flop,0,972,-972,RAISE,7,"['As', '9s']","['5d', '8d']","['9d', '8s', '3s']",4d,,5,5
34,Flop,1,972,-972,RAISE,45,"['As', '9s']","['5d', '8d']","['9d', '8s', '3s']",4d,,5,5
34,Flop,0,972,-972,RAISE,43,"['As', '9s']","['5d', '8d']","['9d', '8s', '3s']",4d,,12,12
34,Flop,1,972,-972,FOLD,0,"['As', '9s']","['5d', '8d']","['9d', '8s', '3s']",4d,,57,57
35,Pre-Flop,1,1029,-1029,DISCARD,0,"['8s', '4s']","['9d', '7d']","['Ah', '2s']",,,1,1
35,Pre-Flop,1,1029,-1029,RAISE,9,"['8s', '4s']","['9d', '2h']","['Ah', '2s']",,7d,1,1
35,Pre-Flop,0,1029,-1029,RAISE,13,"['8s', '4s']","['9d', '2h']","['Ah', '2s']",,7d,2,2
35,Pre-Flop,1,1029,-1029,CALL,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s']",,7d,11,11
35,Pre-Flop,0,1029,-1029,RAISE,48,"['8s', '4s']","['9d', '2h']","['Ah', '2s']",,7d,24,24
35,Pre-Flop,1,1029,-1029,RAISE,28,"['8s', '4s']","['9d', '2h']","['Ah', '2s']",,7d,24,24
35,Pre-Flop,0,1029,-1029,CALL,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s']",,7d,72,72
35,Flop,1,1029,-1029,CHECK,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s', '5h']",,7d,100,100
35,Flop,0,1029,-1029,CHECK,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s', '5h']",,7d,100,100
35,Turn,1,1029,-1029,CHECK,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s', '5h', '3d']",,7d,100,100
35,Turn,0,1029,-1029,CHECK,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s', '5h', '3d']",,7d,100,100
35,River,1,1029,-1029,CHECK,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s', '5h', '3d', '6s']",,7d,100,100
35,River,0,1029,-1029,CHECK,0,"['8s', '4s']","['9d', '2h']","['Ah', '2s', '5h', '3d', '6s']",,7d,100,100
36,Pre-Flop,0,1129,-1129,DISCARD,0,"['8s', '6d']","['8h', '4h']","['6s', '4d']",,,1,1
36,Pre-Flop,0,1129,-1129,RAISE,3,"['8s', '9s']","['8h', '4h']","['6s', '4d']",6d,,1,1
36,Pre-Flop,1,1129,-1129,CALL,0,"['8s', '9s']","['8h', '4h']","['6s', '4d']",6d,,2,2
36,Flop,0,1129,-1129,RAISE,7,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As']",6d,,5,5
36,Flop,1,1129,-1129,RAISE,45,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As']",6d,,5,5
36,Flop,0,1129,-1129,RAISE,43,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As']",6d,,12,12
36,Flop,1,1129,-1129,CALL,0,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As']",6d,,57,57
36,Turn,0,1129,-1129,CHECK,0,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As', '2h']",6d,,100,100
36,Turn,1,1129,-1129,CHECK,0,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As', '2h']",6d,,100,100
36,River,0,1129,-1129,CHECK,0,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As', '2h', '2s']",6d,,100,100
36,River,1,1129,-1129,CHECK,0,"['8s', '9s']","['8h', '4h']","['6s', '4d', 'As', '2h', '2s']",6d,,100,100
37,Pre-Flop,1,1229,-1229,RAISE,9,"['6d', '2d']","['4d', '7s']","['3h', '3d']",,,1,1
37,Pre-Flop,0,1229,-1229,DISCARD,0,"['6d', '2d']","['4d', '7s']","['3h', '3d']",,,2,2
37,Pre-Flop,0,1229,-1229,RAISE,11,"['6d', '9s']","['4d', '7s']","['3h', '3d']",2d,,2,2
37,Pre-Flop,1,1229,-1229,RAISE,78,"['6d', '9s']","['4d', '7s']","['3h', '3d']",2d,,11,11
37,Pre-Flop,0,1229,-1229,CALL,0,"['6d', '9s']","['4d', '7s']","['3h', '3d']",2d,,22,22
37,Flop,1,1229,-1229,CHECK,0,"['6d', '9s']","['4d', '7s']","['3h', '3d', '6h']",2d,,100,100
37,Flop,0,1229,-1229,CHECK,0,"['6d', '9s']","['4d', '7s']","['3h', '3d', '6h']",2d,,100,100
37,Turn,1,1229,-1229,CHECK,0,"['6d', '9s']","['4d', '7s']","['3h', '3d', '6h', '2h']",2d,,100,100
37,Turn,0,1229,-1229,CHECK,0,"['6d', '9s']","['4d', '7s']","['3h', '3d', '6h', '2h']",2d,,100,100
37,River,1,1229,-1229,CHECK,0,"['6d', '9s']","['4d', '7s']","['3h', '3d', '6h', '2h', '9h']",2d,,100,100
37,River,0,1229,-1229,CHECK,0,"['6d', '9s']","['4d', '7s']","['3h', '3d', '6h', '2h', '9h']",2d,,100,100
38,Pre-Flop,0,1329,-1329,DISCARD,0,"['2d', 'Ad']","['5s', '7s']","['6s', '5d']",,,1,1
38,Pre-Flop,0,1329,-1329,RAISE,2,"['9d', 'Ad']","['5s', '7s']","['6s', '5d']",2d,,1,1
38,Pre-Flop,1,1329,-1329,RAISE,18,"['9d', 'Ad']","['5s', '7s']","['6s', '5d']",2d,,2,2
38,Pre-Flop,0,1329,-1329,RAISE,22,"['9d', 'Ad']","['5s', '7s']","['6s', '5d']",2d,,4,4
38,Pre-Flop,1,1329,-1329,RAISE,56,"['9d', 'Ad']","['5s', '7s']","['6s', '5d']",2d,,22,22
38,Pre-Flop,0,1329,-1329,CALL,0,"['9d', 'Ad']","['5s', '7s']","['6s', '5d']",2d,,44,44
38,Pre-Flop,1,1329,-1329,CHECK,0,"['9d', 'Ad']","['5s', '7s']","['6s', '5d']",2d,,100,100
38,Flop,0,1329,-1329,CHECK,0,"['9d', 'Ad']","['5s', '7s']","['6s', '5d', '9s']",2d,,100,100
38,Flop,1,1329,-1329,CHECK,0,"['9d', 'Ad']","['5s', '7s']","['6s', '5d', '9s']",2d,,100,100
